,Product Name,Product Descriptions
807,"Pedigree Dentastix Large Dental Dog Treats, Fresh Flavor, 5.19 oz. Pack (6 Treats)","Refresh your dog's dental care routine with PEDIGREE DENTASTIX Fresh Large Treats for Dogs. Our mint-flavor dental chews have a special chewy texture and provide daily oral care by helping to clean between teeth and down to the gumline. These PEDIGREE DENTASTIX Dental Treats are clinically proven to reduce tartar buildup. Our patented, X-shaped chews freshen breath while treating your dog to better oral health and dental care. PEDIGREE Oral Care Treats are dog snacks you can trust, and your dog will love.Pedigree Jumbone Treat Snack Food for Large Dogs, 6ct"
808,"Blue Buffalo Life Protection Formula Natural Adult Healthy Weight Dry Dog Food, Chicken and Brown Rice, 6-lb","Blue Buffalo Life Protection Formula Natural Adult Healthy Weight Dry Dog Food, Chicken and Brown Rice, 6-lbTreat your dog like family with Blue Buffalo, pet food made with natural, high quality ingredients. Blue Buffalo pet foods balance essential nutrients and antioxidants for a holistically healthy diet. Six important nutrient classes (proteins, fats, carbohydrates, vitamins, minerals, and water) serve your pet's growth and energy needs. All Blue Buffalo foods contain no chicken (or poultry) by-product meals, no artificial flavors, colors, or preservatives, and no corn, wheat, or soy. Keep your dog happy and healthy with Blue Buffalo.  Help your best canine friend with weight control with reduced-calorie Blue Buffalo Life Protection Formula Healthy Weight Chicken and Brown Rice Recipe Adult Dry Dog Food. Enriched with LifeSource Bits (small dark kibbles enhanced with vitamins and minerals) and a blend of powerful antioxidant-rich ingredients, this kibble is made from chicken, whole grains, vegetables, and fruit. Deboned chicken, chicken meal, and L-carnitine help maintain lean muscles while calcium and phosphorus maintain solid bones.  No corn, wheat, soy, by-product meals, or artificial flavors and preservatives Contains omega-3 and 6 fatty acids for a healthy coat and skin  Includes glucosamine for joint health and mobility 326 kilocalories/cup; 3,251 kilocalories/kg For adult dogs   Feeding Instructions:  BLUE Life Protection Formula with LifeSource Bits will provide your dog with superior nutrition plus a unique nutrient and antioxidant package specifically formulated for his needs.     Feeding Guidelines:    Weight Reduction/ Weight Maintenance: Up to 15 lbs. 1/2 - 1 cup* 1/2 - 1 1/2 cups* 16 to 25 lbs. 1 - 1 1/2 cups* 1 1/2 - 2 cups* 26 to 40 lbs. 1 1/2 - 2 1/4 cups* 2 - 3 cups* 41 to 60 lbs. 2 1/4 - 3 cups* 3 - 4 cups* 61 to 80 lbs. 3 - 3 3/4 cups* 4 - 5 cups* 81 to 100 lbs. 3 3/4 - 4 1/2 cups* 5 - 6 cups* Over 100 lbs. 4 1/2 cups* + 1/2 cup for each additional 20 lbs. 6 cups* + 1/2 cup for each additional 20 lbs.  Crude Protein 20.0% min, Crude Fat 9.0% min, Crude Fiber 10.0% max, Moisture 10.0% max, Calcium 0.9% min, Phosphorus 0.7% min, Omega 3 Fatty Acids* 0.3% min, Omega 6 Fatty Acids* 1.75% min, L-Carnitine* 100 mg/kg min, glucosamine* 400 mg/kg min, Chondroitin Sulfate* 300 mg/kg min"
809,"Scoop Away Low-Track Clumping Cat Litter, Fresh Spring Air Scent - 22.5 Pounds","Scoop Away Low-Track Clumping Cat Litter is designed to reduce dust and litter from leaving the litter box, ensuring your home stays fresh and clean around the clock. Through a new and improved formula our litter provides dust-free scooping and minimizes the amount of litter that gets trapped in cats paws. Our litter also provides superior odor control with a Fresh Spring Air scent, guaranteed to control odors for 7 days. Hard and tight clumps prevent stinky crumbles from being left behind, making maintenance and clean up a breeze. Designed with your home and cats health in mind, dust-free scooping means no more breathing in clouds of dust while cleaning the box. Leave your home, air and floor cleaner with the clean fresh scent of Scoop Away Low-Track Cat Litter.Scoop Away Low-Track Clumping Cat Litter, Fresh Spring Air Scent - 22.5 Pounds  LOW-TRACK CAT LITTER: Scoop Away® Low-Track Clumping Cat Litter provides dust-free scooping and minimizes the scattering of litter, so your house stays fresh and clean 7-DAYS ODOR CONTROL GUARANTEED: Formulated to fight odors in the litter box for 7 days guaranteed, keeping your home smelling fresh around the clock DUST-FREE SCOOPING: Breathe easy as you take on litter box duty - dust-free scooping means no more breathing in clouds of dust while cleaning the box, making clean up a breeze CLUMPING LITTER: Hard and tight clumps allow for easy scooping and reduces stinky crumbles from being left behind, making maintenance less of a chore PREMIUM FRAGRANCE TECHNOLOGY: Made for the smelliest litter box odors, the Fresh Spring Air scent keeps your home smelling fresh and clean around the clock "
810,"(2 Pack) Milk-Bone Original Puppy Biscuits Dog Treats, 16 Oz.","Milk-Bone Puppy Biscuits feature the same teeth-cleaning and vitamin-enriched goodness of Milk-Bone Original biscuits but are specially formulated for puppies 1 year and younger. Give your new furry family member this wholesome and delicious treat to start a happy, healthy life. With DHA, a natural omega-3 fatty acid that contributes to the development of the brain and nervous system Calcium and Vitamin D help support strong teeth and bones Specially fortified with 21 vitamins and minerals for puppies 1 year and younger "
811,"Multipet Lamb Chop Plush Dog Toy, Squeak, 6"", Assorted Colors","Multipet's nostalgic 6"" Lamb Chop is adored by many. Its super soft exterior makes Lamb Chop great for cuddling or tossing around. Made of 100% polyester, the Lamb Chop dog toy features a squeaker that activates when squeezed and will help keep your dog occupied. This beloved character will bring joy to you and your pooch. Perfect for dogs of all ages and sizes and is great for playing or cuddling.Remember watching Shari Lewis and her puppet Lamb Chop on TV as a kid? Who didn't like the sassy sock lamb? Now you can relive the memories as you play with your dog with this DreamWorks Animation Lamb Chop Dog Toy. Made of 100% polyester, the Lamb Chop dog toy features a squeaker to keep your dog entertained. Give it to your dog to bat around or use it to play fetch with your dog. Lamb Chop is great for play and cuddling, too!"
812,"Seresto Flea and Tick Prevention Collar for Small Dogs, 8 Month Flea and Tick Prevention","The Bayer Seresto Flea & Tick Collar for Small Dogs up to 18 pounds provides continuous 8-month flea and tick protection. Unlike oral flea and tick prevention products that require a bite, the Seresto collar repels fleas and ticks and kills through contact; no biting required. Frontline flea and tick treatment does not repel (based on label claims). Seresto dog collars are made with a long-lasting, 8-month formula for continuous release coverage over your dog?s skin and coat. Vet-recommended Seresto collars are water-resistant and remain effective after shampooing, swimming or exposure to rain or sunlight. (Dogs must not be bathed more than once per month. For dogs that swim once a month or more, the control duration is reduced to five months for flea control, and reduced to seven months for tick control.) This odorless, non-greasy collar is easy to apply and can be used alongside other identification or restraining collars without damaging them. Avoid the hassle of messy monthly treatments and get the effective protection of Seresto.Seresto Flea and Tick Prevention Collar for Small Dogs, 8 Month Flea and Tick Prevention"
813,"TEMPTATIONS Jumbo Stuff Crunchy and Soft Cat Treats Savory Salmon Flavor, 5.3 oz. Pouch","Cats can?t resist the delectable taste of TEMPTATIONS, so give your cat these purrfect TEMPTATIONS JUMBO Stuff Cat Treats? they?ll come running the moment you open the pack. Each of these tasty salmon flavor cat treats has 2 calories and provides an irresistible combination of both crunchy and soft textures. They also come in a cat-proof, stay-fresh pouch, so your feline friend can enjoy their favorite seafood snack when you open it, but never when they shouldn?t! These TEMPTATIONS JUMBO Stuff Cat Treats are a perfect addition to your cat?s normal feeding routine: Use them as a treat, a meal, or a cat food topper. * Based on 2019 Nielsen sales data Contains one (1) 5.3 oz. pouch of TEMPTATIONS JUMBO Stuff Cat Treats Savory Salmon Flavor Your cat can?t wait to get their paws on these scrumptious jumbo fish flavor cat food treats that are crunchy on the outside and soft on the inside Each salmon flavor cat treat is larger than TEMPTATIONS Classic, and only 2 calories so you can feel good about rewarding your cat every day TEMPTATIONS Cat Treats are 100% nutritionally complete and balanced for adult cat maintenance and can be used as a treat, meal, or cat food topper Convenient stay-fresh pouch? resealable for easy treating and keeping your cat?s paws off when you?re not watching America?s #1 Cat Treat Brand*? just shake the pack and they?ll come running "
814,"Meow Mix Tender Favorites Real Salmon & Crab Meat in Sauce Wet Cat Food, 2.75-Ounce Cups","Meow Mix Tender Favorites with Real Salmon & Crab Meat in Sauce combines delicious cuts of real salmon with tender chunks of crab meat in an irresistibly savory sauce. And each cup contains 100% complete and balanced nutrition for kittens and adult maintenance, so you'll feel good about every mealtime. Tasty mix of real salmon and crab meat Healthy blend of protein and vitamins 100% complete and balanced nutrition for adult cats and kittens "
815,"Hyper Pet Tennis Balls Dog Fetch Toys, Orange, 4 Count","HYPER PET TOY DOG TNS BL Hyper Pet Tennis Balls, Orange, 4 Count:  Tennis balls Compatible with most Hyper Pet products Replacement balls 4-count pack of orange tennis balls Made of grade A rubber Promotes dental health "
816,Multipet Polyester Plush Lamb Chop Dog Toy with Squeaker,"Surprise your furry friend with this Multipet Lamb Chop Dog Toy. Use it to redirect your pet's attention so he or she does not engage in potentially destructive behavior, such as munching on your furniture, shoes, bags or whatever else is within reach. Lamb chop toys are specially engineered for playful pets and help convert their high energy into a positive playtime experience. This one looks like a real animal, which will excite your pooch even more as it ignites the natural desire to hunt. Specifically, it is inspired by the famous sassy sock lamb from the DreamWorks animated TV series starring Shari Lewis. This Multipet lamb chop dog toy comes in various colors and is suited for dogs of all ages.Multipet Lamb Chop Dog Toy with Squeaker, Assorted Neon Colors:  Made of 100% polyester Lamb Chop toy features a squeaker that activates when squeezed Suitable for dogs of all ages and sizes Fun for playing fetch or cuddling Based on the DreamWorks Animation TV series starring Shari Lewis and her pet Lamb Chop Plush dog toys in bright neon colors "
817,"Blue Buffalo Sizzlers Bacon-Style Soft-Moist Dog Treats, Original Pork Recipe, 6-oz bag","Show your canine companions how much you adore them with these Blue Sizzlers Dog Treats. They have a flavor that they love. These soft and moist Blue Buffalo Sizzlers contain pork, pearled barley, oatmeal and more. Give them out as a reward for proper behavior. These Blue Sizzlers bacon treats are also fun for using as a training tool as well. In addition, they are a suitable snack to enjoy in between meals. There is no corn, wheat, soy or preservatives. Get these Blue Buffalo Sizzlers in your choice of assorted sizes.  Blue Buffalo Sizzlers Bacon-Style Soft-Moist Dog Treats, Original Pork Recipe, 6-oz Bag:  While your furry friend would probably love to eat the whole bag, Blue Sizzlers are healthy treats intended for intermittent or supplemental feeding only Blue Buffalo Sizzlers are for intermittent or supplemental feeding only 31 kilocalories/strip and 3,083 kilocalories/kg The first ingredient is real pork Blue Sizzlers bacon has no chicken (or poultry) by-product meals, corn, wheat, soy or artificial flavors and preservatives Crude protein: 16.0% min, crude fat: 7.0% min, crude fiber: 3.0% max, moisture: 26.0% max Available in different sizes, including: 6 oz, 32 oz Treat your canine like family with Blue Buffalo, pet food made with natural, high-quality ingredients. Blue Buffalo pet foods balance essential nutrients and antioxidants for a holistically healthy diet. Six important nutrient classes (proteins, fats, carbohydrates, vitamins, minerals, and water) serve your pet's growth and energy needs. All Blue Buffalo foods contain no chicken (or poultry) by-product meals, no artificial flavors, colors, or preservatives, and no corn, wheat, or soy. Keep your dog happy and healthy with Blue Buffalo."
818,"FRONTLINE Plus for Large Dogs (45-88 lbs) Flea and Tick Treatment, 6 Doses","FRONTLINE Plus for Large Dogs (45-88 lbs) Flea and Tick Treatment, 6 Doses has been trusted by veterinarians for flea and tick control for dogs for nearly 20 years. Made with 2 tough killing ingredients, fipronil and (S)-methoprene one to kill adult fleas and ticks and the second to kill flea eggs and larvae this fast-acting, long-lasting protection provides flea and tick control for dogs and puppies 8 weeks and older, 45-88 lbs.FRONTLINE Plus for Large Dogs (45-88 lbs) Flea and Tick Treatment, 6 Doses:   Flea, flea egg, lice, and tick control for dogs and puppies For all 45 to 88-pound dogs aged 8 weeks and older Easy 3-step application process Packaging may vary; includes limited Satisfaction Guarantee  "
819,"TEMPTATIONS Classic Crunchy and Soft Cat Treats Shrimpy Shrimp Flavor, 16 oz. Tub","Cats can?t resist the delectable taste of TEMPTATIONS, so give your cat these purrfect TEMPTATIONS Classic Cat Treats? they?ll come running the moment you open the pack. Each of these tasty shrimp flavor cat food treats has less than 2 calories and provides an irresistible combination of both crunchy and soft textures. They also come in a cat-proof, value-sized tub, so your feline friend can enjoy plenty of their favorite seafood snack when you open it? but never when they shouldn?t! These TEMPTATIONS Classic Cat Treats are a perfect addition to your cat?s normal feeding routine: Use them as a treat, a meal, or a cat food topper. * Based on 2019 Nielsen sales data Contains one (1) 16 oz. tub of TEMPTATIONS Classic Cat Treats Shrimpy Shrimp Flavor Your cat can?t wait to get their paws on these scrumptious cat food treats that are crunchy on the outside and soft on the inside Under 2 calories per shrimp flavor cat treat, so you can feel good about rewarding your cat every day TEMPTATIONS Cat Treats are 100% nutritionally complete and balanced for adult cat maintenance and can be used as a treat, meal, or cat food topper Treat ?em again and again with this value-sized resealable tub: perfect for keeping cat paws off when you?re not watching America?s #1 Cat Treat Brand*? just shake the pack and they?ll come running *Based on 2019 Nielsen sales data "
820,"Vibrant Life Pigs in a Blanket Dog Treats, 16 oz","Your dog is going to flip for Vibrant Life Pigs in a Blanket Dog Treats! These well-rounded treats feature real chicken and pork and are made without corn, soy, artificial colors, or sugar so you can feel great about choosing them for your pup. If you're working on obedience training, these irresistible little treats are excellent for reinforcing good behaviors, and the 16-ounce reclosable package will last for weeks. Pick up Vibrant Life Pigs in a Blanket Dog Treats to make your furry friend's day!  Vibrant Life shares your passion for animals! You can count on Vibrant Life for a full line of expertly crafted, quality products to keep your pet healthy and happy. Which makes you happy, too. Enjoy the Vibrant Life!  Vibrant Life shares your passion for animals. You can count on Vibrant Life for a full line of expertly crafted, quality products to keep your pet healthy and happy. Which makes you happy, too. Enjoy the Vibrant Life. Dog treats made with real meat Made without corn, soy, artificial colors, or sugar Great for training 16oz reclosable package "
821,"PEDIGREE DENTASTIX Toy/Small Dental Dog Treats Fresh, 1.6 lb. Value Pack (102 Treats)","DENTASTIX Fresh Treats are the minty fresh treat that make snack time even better for you and your dog. Their chewy texture and unique X-shape design is clinically proven to reduce plaque and tartar buildup, so treat time promotes oral health too! PEDIGREE DENTASTIX Triple Action works to clean teeth, freshen bad breath and is clinically proven to reduce plaque and tartar build up USA crafted dog food made with the world's finest ingredients. Our dental sticks have a unique X-shape design and are specially designed for adult toy and small breed dogs, weighing between 5-20 lbs. Feed one PEDIGREE DENTASTIX Oral Care Treat every day for maximum benefits PEDIGREE DENTASTIX Dental Chews feature a fresh mint flavor that small dogs love "
822,"CapAction Fast Acting Flea Treatment for Small Dogs and Cats, 6 Tablets","A single dose of CAPACTION tablets should kill the adult fleas on your pet. If your pet gets re-infested with fleas, you can safely give another dose as often as once per day. CAPACTION is safe for dogs, puppies, cats, and kittens 2 pounds of body weight or greater and 4 weeks of age or older.CapAction Fast Acting Flea Treatment for Small Dogs and Cats, 6 Tablets:   Contains 6 Tablets Begins Working in 30 Minutes Treats Flea Infestations on Dogs and Cats Contains Same Active Ingredient as CapStar 90% Effectiveness Against Adult Fleas Kills Fleas on Dogs Within 4 Hours Kills Fleas on Cats Within 6 Hours "
823,"Milo's Kitchen Chicken Jerky Strips Dog Treats, 15-Ounce Bag","Milo's Kitchen Chicken Jerky offers a delicious way to take your dog treats up to a new level. Save these yummy little bites for special dog training treats or give them out everyday, because with real chicken as the first ingredient, they're a snack you can feel good about giving to your whole fur family. The chewy texture also gives pups an outlet for their urge to gnaw (which is usually welcomed much more than taking out those urges on your furniture or shoes). These grain-free dog treats are deliciously wholesome and never made with artificial flavors or colors. Milo's Chicken Jerky is also high in protein to help promote a healthy diet. The resealable bag keeps them fresh longer and makes it easy to take them on the go. Break them into smaller bites for littler mouths or keep them whole for larger dogs. Either way, they're sure to love them! Home-style dog treats with 100% real chicken as the #1 ingredient Wholesome and delicious Customer satisfaction guaranteed "
824,"Vibrant Life Gravity Pet Waterer, Small, 0.75 Gallons","Keep your pets hydrated with a steady supply of water even when you are away from home with the Vibrant Life Small Gravity Waterer. This conveniently sized waterer can hold up to 0.75 gallons of water, providing access to fresh water without frequent refills. The transparent container shows how much water is left at any point in time and is easy to clean and refill, enabling hassle free hydration. Ensure that your pets lap up enough water to quench their thirst and maintain their health without having to spend too much time from your busy schedules. Simply pour in the water and let drinking time begin for your furry friends with the Vibrant Life Small Gravity Waterer.Vibrant Life shares your passion for animals. You can count on Vibrant Life for a full line of expertly crafted, quality products to keep your pet healthy and happy. Which makes you happy, too. Enjoy the Vibrant Life. Vibrant Life Small Gravity Waterer: Small, .75 gal Conveniently sized waterer holds up to 0.75 gallons of water easy to clean and refill Hassle free hydration Non-Intent BPA plastic "
825,AquaCulture Aquarium 10 Gallon 10 Gallon,"Add a touch of nature to your space with the Aqua Culture 10 Gallon Fish Tank. This starter tank is an easy way to discover the joys of fish or small reptile ownership, with a comfortable habitat that's easy to maintain. The 10-gallon aquarium is constructed from high-strength silicone glass that provides a permanent watertight seal. Its 10 gallon size makes it ideal for a small school of freshwater fish, several snails, a few hermit crabs or even a small turtle. The glass aquarium can be easily paired with an Aqua Culture screen cover for a turtle tank or hermit crab habitat or an Aqua Culture LED aquarium hood for fish and aquatic pets. The tank's rectangular shape makes it easy to place on a table or other flat surface or on an appropriately-rated aquarium stand. Each unit includes one 22""L x 12""W x 13.5""H aquarium; additional items are sold separately. Ideal starter fish tank or terrarium for a wide range of fish and reptiles 22""L x 12""W x 13.5""H empty 10-gallon aquarium Constructed of high-strength silicone glass Simply add appropriate accessories, a pump and the species of your choice Pair with an Aqua Culture screen cover for a turtle tank or hermit crab habitat or use with the Aqua Culture LED aquarium hood for fish and aquatic pets Glass aquarium provides a permanent watertight seal Rectangular shape is easy to place on a table or other flat surface or on an appropriately-rated aquarium stand Accessories, food, water treatments, aquarium stands, hoods and screen covers are sold separately For freshwater and marine applications 10 Gallon "
826,"(24 pack) Blue Buffalo Healthy Gourmet Natural Adult Pate Indoor Wet Cat Food, Chicken Entree, 5.5-oz can","Blue Buffalo Healthy Gourmet Natural Adult Pate Indoor Wet Cat Food, Chicken Entree, 5.5-oz can Treat your feline like family with Blue Buffalo, pet food made with natural, high quality ingredients. Blue Buffalo pet foods balance essential nutrients and antioxidants for a holistically healthy diet. Six important nutrient classes (proteins, fats, carbohydrates, vitamins, minerals, and water) serve your pet's growth and energy needs. All Blue Buffalo foods contain no chicken (or poultry) by-product meals, no artificial flavors, colors, or preservatives, and no corn, wheat, or soy. Keep your cat happy and healthy with Blue Buffalo. Blue Buffalo Healthy Gourmet Indoor Chicken Entree Adult Wet Cat Food is a pate made from chicken and veggies in a savory gravy.  No chicken (or poultry) by-product meals, corn, wheat, soy, or artificial flavors and preservatives Has taurine for heart and eye health 108 kilocalories/3-oz. can; 1,280 kilocalories/kg For adult cats Pack of 24  3-oz. Can: Feed 2 cans per 6 to 8 lbs. body weight per day. Crude Protein 10.0% min, Crude Fat 6.0% min, Crude Fiber 2.0% max, Moisture 78.0% max, Taurine 0.10% min"
827,"Ol' Roy Natural 1"" Marrow Bone Slices, Naturally Smoked, 4 Pack","Ol? Roy Natural 1? Marrow Bone Slices Dog Chews are a treat that your dog will appreciate! Our marrow bone slices are naturally smoked, and helps to pacify your dog?s urge to chew which makes it perfect for an aggressive chewer! Sam Walton lived his life with a passion-whether it was building a successful business, relaxing at home with his family, or hunting with his favorite bird dog, Ol' Roy. Sam used to say, ""I treat him like family."" So when Sam Walton developed a dog food that would carry his dog's name, he wouldn't settle for anything but the best. Today, for millions of dog owners, Ol' Roy represents premium quality, top nutrition, excellent pet care, and great value. Just like Mr. Walton would have wanted. Pick up a pooch-pleasing Ol? Roy Natural Marrow Bone Slices Dog Chews today. Ol? Roy Natural Marrow Bone Slices Dog Chews, 4 count:  Naturally smoked marrow bone slices Helps pacify the urge to chew Naturally flavored 4 pack "
828,"Cesar Small Breed Dry Dog Food Rotisserie Chicken Flavor with Spring Vegetables Garnish, 5 lb. Bag","Give your dog a seat at the dinner table with CESAR Rotisserie Chicken Flavor With Spring Vegetables Dry Dog Food. Made with real chicken as the first ingredient, this gourmet dog food features tender, meaty pieces and vegetables that will make your dog dance around their bowl come dinnertime. CESAR Food for Dogs is also deliciously crafted with 26 nutrients small dogs need to stay healthy. Serve your little furry companion a savory and nutritious meal with CESAR Dog Food. Contains one (1) 5 lb. bag of CESAR Rotisserie Chicken Flavor With Spring Vegetables Garnish Dry Dog Food USA crafted dog food made with the world's finest ingredient CESAR Dry Dog Food is made with real chicken as the first ingredient for a taste dogs love This gourmet dog food is specially crafted with 26 nutrients that small breed dogs need Your adult dog will adore the tender, meaty chunks in this delicious kibble for dogs CESAR Dry Dog food has a re-sealable zipper on every bag to help maintain freshness "
829,"Meow Mix Seafood Medley Dry Cat Food, 14.2 Pounds","Seafood loving cats find the succulent taste of Meow Mix Seafood Medley dry cat food irresistible. The flavorful mix with tuna, shrimp, crab, and trout flavors makes this nutritious meal the ideal choice for a happy cat.100% complete and balanced nutrition"
830,SmartyKat Loco Laser Electronic Light Cat Toy,"SmartyKat Loco Laser electronic motion toy provides bonding and fitness opportunities for your pets. Cats in the wild maintain their sleek physique naturally by pursuing prey. Even cats who don't chase down their dinner can stay fit with SmartyKat Loco Laser interactive laser toy. Loco Laser gets your kitty moving in a flash. The bug sized spot of light replicates the lightning quick movement of prey, shifting your idle cat's activity level into overdrive with excitement and fun. SmartyKat toys, beds and scratchers are designed for the needs of your cat: Exercise, Hunt, Stimulation, Interaction, Scratch and Comfort without forgetting about FUN! Innovation and your cat’s need lead our design followed closely by safety and environmental concerns, our products are designed to child safety standards and we utilize environmentally friendly, sustainable materials wherever we can. All are backed by our 100% satisfaction guarantee, so pet parents can rest easy with SmartyKat products! Read all packaging instructions, warnings and cautions upon receipt. Read all packaging instructions, warnings and cautions upon receipt. Packaging contains small parts, discard after opening.  SmartyKat Loco Laser Satisfies your cat's need for Interaction       Irresistible fun for two     Boosts your cat's activity level      Batteries included for instant play     Put the thrill of the chase in your hands!.       Available in gray or pink, color will be randomly selected       100% satisfaction guarantee. If a customer is dissatisfied with a SmartyKat product for any reason, we will replace or refund it. "
831,Feline Fresh 20lb Pine Pellets,Feline Fresh 20lb Pine Pellets
832,"Ol' Roy Long-Lasting Chew Chicken Dog Treats, Regular, 17.4 oz, 10 Count","Ol? Roy Long Lasting Chew delivers an irresistible flavor and an outstanding texture your dog is sure to love. Made with real chicken, each of these 10 delicious treats keep your dog entertained for hours as they gnaw away at the hard build and enjoy every second of the savory flavor. Your dog?s natural need for chewing is easily satisfied by this grain-free snack, as well as the chewing helps prevent plaque build and tartar to promote good dental health. Provide your dog with hours of fun as they partake in a delicious chewing routine when you give them the Ol? Roy Long Lasting Chew. Ol' Roy Long-Lasting Chicken Dog Chew Treats, Regular, 10 Count:  Grain-Free Made with real chicken 10 treats per container Regular sized Promotes healthy chewing habits Helps reduce plaque and tartar Provides long-lasting enjoyment Perfect reward for your good dog "
833,SmartyKat Scratch Up Hanging Single Corrugate Cat Scratcher with Catnip,"The instinct to scratch is hard-wired into cats. Cats scratch to mark territory and promote healthy nail growth, tone muscles and even helps alleviate stress. Discovering your cat's scratching preferences can feel like guesswork. We recommend trying corrugate first because the texture more closely mimics tree bark, one of the most common surfaces felines love digging their claws into in nature. SmartyKat® Scratch up can be hung from a doorknob to draw your cat up and away from home furnishings, can also lay flat on the ground for versatility. Includes SmartyKat® Organic Catnip. Catnip naturally stimulates most cats, providing a burst of playful energy, usually followed by a mellow period. SmartyKat® toys, beds and scratchers are designed for the needs of your cat: Exercise, Hunt, Stimulation, Interaction, Scratch and Comfort without forgetting about FUN! Innovation and your cat?s need lead our design followed closely by safety and environmental concerns, our products are designed to child safety standards and we utilize environmentally friendly, sustainable and organic materials wherever we can. All are backed by our 100% satisfaction guarantee, so pet parents can rest easy with SmartyKat® products!SmartyKat® Scratch UP? provides an outlet for scratching, the instinct to scratch is hard-wired into cats. Corrugate scratchers have a texture which more closely mimics that of tree bark. Our patent pending catnip infused technology allows your cat to release mess free catnip scent with every scratch. Reversible to double the life. Hang-able from any door in the house  100% satisfaction guarantee. If a customer is dissatisfied with a SmartyKat® product for any reason, we will replace or refund it."
834,Aspen Pet Kitty Kap Cat Food Can Cover,"Aspen Pet Kitty Kap Cat Food Can Cover.Prevent wasted meals with this Aspen Pet Kitty Kap Cat Food Can Cover. It's made of heavy-duty plastic and has a patented design that allows you to use it on four different sizes of round pet food cans. This cat food holder cover eliminates the need for using plastic wrap or foil to cover the container. Instead, it features a tight-lock cap that creates an airtight seal. It keeps your pet food fresh and prevents odors from escaping. This Aspen Pet Kitty Kap Cat Food Can Cover is ideal for anyone who uses larger cans and has leftovers. It's easy-to-use. Simply pull on the adorable tail or ear tabs, and the container opens.Aspen Pet Kitty Kap Cat Food Can Cover  Keeps your pets wet food fresh, when you have extra to store away Patented designs fits 4 sizes of round cat food cans Tight lock cap seals in odors and keeps food fresh Tail and ear tabs allow for easy removal Made of durable plastic Easy to clean "
835,"Pro-Sense Dewormer Solutions For Cats 4 Ounces, Liquid Roundworm Treatment","Pro-Sense Dewormer Solutions For Cats 4 Ounces, Liquid Roundworm Treatment Pro-Sense Dewormer Solutions For Cats 4 Ounces, Liquid Roundworm Treatment.Pro-Sense pet health and grooming solutions are developed with consumers and pets in mind. Our pet health experts specially select formulations to ensure dogs and cats get the dental, joint, nutritional and topical solutions they need for optimum health at sensible prices consumers are looking for.Pro-Sense Dewormer Solutions for cats treats and controls large roundworms (Toxocara canis and Toxascaris leonina) in cats and kittens 6 weeks and older. Roundworm infestations can cause abdominal swelling, diarrhea, vomiting and other gastrointestinal problems. This liquid formula can be given directly to your cat shortly after he or she has eaten or can be added to your cat's food. Dose ¼ teaspoon per 2.5 pounds of body weight, then treat again 14 days later. Monthly maintenance treatment is recommended to prevent reinfestation. For households with multiple pets, dose directly to individual cats or kittens to ensure proper dosage.Reduce your pet's chances of spreading roundworms or reinfestation by cleaning your cat's litter box regularly, and protect your own health by washing your hands thoroughly after handling pets.Pro-Sense Dewormer Solutions For Cats 4 Ounces, Liquid Roundworm Treatment  CONTROLS ROUNDWORMS: Liquid formula for treatment and control of intestinal roundworms in cats. EASY TO ADMINISTER: Dose directly to your cat shortly after he or she has eaten or add to your cat's food. FOR CATS ONLY: For treating cats and kittens 6 weeks and older. MAINTENANCE: To prevent reinfestation, repeat treatment every 30 days after initial doses ? see product label for details. PRO-SENSE BRAND: Proactively invest in your pet's health with sensible health care solutions. "
836,"GREENIES Original Regular Size Natural Dental Dog Treats, 36 oz. Pack","One GREENIES Original Dental Treat a day is all it takes for clean teeth, fresh breath, and a happy dog. Your dog can't wait to sink their teeth into these delicious, original-flavor dental dog breath chews because they feature a delightfully chewy texture that fights plaque and tartar. Irresistibly tasty and incredibly powerful, GREENIES Treats for Dogs are vet-recommended for at-home oral health care and accepted by the VOHC (Veterinary Oral Health Council.) Best of all, these natural dog breath treats are made with highly soluble ingredients that are safe and easy to digest. Give your dog the mouth-wowing treat that helps promote their overall health with GREENIES Dog Treats. Natural Dog Treats Plus Vitamins, Minerals, and Other Nutrients. Contains one (1) 36 oz. 36-count pack of GREENIES Original Regular Size Natural Dental Dog Treats; Natural Dog Treats Plus Vitamins, Minerals and Other Nutrients The unique texture of GREENIES Dog Chews cleans down to the gumline to fight plaque and tartar and freshen breath GREENIES Treats for Dogs are veterinarian recommended and accepted by the Veterinary Oral Health Council (VOHC) Treat your dog fantastically with the great taste of GREENIES Original Dental Treats GREENIES Dog Treats are made with natural, easy-to-digest ingredients and are nutritionally complete "
